,Title,Sector,Condition,Location,Type
718,주식회사 디자인유닛,그래픽디자인·CG제품·산업디자인 외,"신입 · 경력
학력무관",서울 송파구,정규직
719,(주)더굿하우스,일반영업영업기획·관리·지원 외,"경력무관
학력무관",인천 연수구,정규직
720,㈜맥엔드엠이씨,설계·CAD·CAM전기·소방·통신·설비,"경력 3년↑
대학(2,3년)↑",서울 구로구,정규직
721,(주)씨드모젠,총무·법무·사무약사 외,"신입 · 경력
대학(2,3년)↑",충북 청주시 흥덕구,정규직
722,씨피시스템㈜,생산·제조·포장·조립,"경력무관
학력무관",부산 기장군,정규직
723,한국장류협동조합,총무·법무·사무경리·출납·결산 외,"신입 · 경력
학력무관",서울 송파구,정규직
724,케이텍 맨파워(주),총무·법무·사무사무보조·문서작성 외,"경력무관
대학(2,3년)↑",경기 성남시 분당구,계약직 · 파견직
725,대광계측기(주),경리·출납·결산영업기획·관리·지원 외,"경력 1년↑
고졸↑",서울 구로구,정규직
726,에이스 에듀,동영상·편집·코덱,"3 ~ 15년
대학(2,3년)↑",서울 강남구,계약직
727,(주)퀀텍,생산·제조·포장·조립,"경력무관
학력무관",경기 하남시,계약직
728,콘티 버몬트,미용·피부관리·애견판매·매장관리,"경력무관
학력무관",제주 서귀포시,정규직
729,(주)김경아국어영어보습학원,학원관리·운영·상담,"경력무관
대학(2,3년)↑",서울 강동구,정규직 · 계약직
730,㈜커리어텍,상품기획·MD사무보조·문서작성 외,"경력무관
학력무관",서울 중구,계약직 · 파견직
731,(주)국제금속,생산관리·품질관리,"경력무관
대학교(4년)↑",경북 영천시,정규직
732,(주)퍼스트인코리아,중장비·화물생산·제조·포장·조립,"경력무관
학력무관",울산 울주군,계약직
733,(주)애스피,생산·제조·포장·조립,"경력무관
학력무관",세종 세종특별자치시,정규직
734,바로세무회계사무소,회계·재무·세무·IR세무·회계·CPA,"신입 · 경력
고졸↑",서울 서초구,정규직
735,농업회사법인(주)현대서산농장,총무·법무·사무사무보조·문서작성,"신입 · 경력
대학(2,3년)↑",충남 서산시,계약직
736,(주)맨파워그룹코리아,전기·전자·제어생산관리·품질관리 외,"경력무관
대학교(4년)↑",경기 성남시 중원구,계약직 · 파견직
737,한국안전교육지원센터(주),홍보·PR·사보사무보조·문서작성 외,"신입 · 경력
고졸↑",서울 구로구,정규직
738,(주)태을이앤씨,토목·조경·도시·측량현장·시공·감리·공무,"경력무관
대학(2,3년)↑",경기 하남시,정규직
739,(주)코리아교육그룹,외식·식음료마케팅·광고·분석 외,"경력무관
고졸↑",서울전체,정규직 · 계약직
740,(주)노바텍,외식·식음료요리·제빵사·영양사 외,"경력무관
학력무관",경기 화성시,정규직
741,엠엔지㈜,해외영업·무역영업웹기획·PM,"경력무관
대학(2,3년)↑",경기 하남시,정규직
742,(주)에프앤피,생산·제조·포장·조립,"경력무관
학력무관",부산 강서구,정규직
743,(주)파트너스코리아,금융·보험영업광고영업 외,"경력무관
고졸↑",서울 금천구,계약직 · 위촉직
744,(주)자동차공학연구소,웹개발데이터베이스·DBA 외,"경력무관
대학(2,3년)↑",서울 성북구,정규직
745,(주)네오켐스,반도체·디스플레이·LCD생산·제조·포장·조립,"경력무관
학력무관",충남 천안시 동남구,정규직
746,락쉬미핫요가락쉬미요가지도자스쿨,판매·매장관리,"경력무관
학력무관",인천 연수구,계약직 · 위촉직
747,(주)뉴른,웹디자인,"경력무관
학력무관",서울 마포구,정규직 · 계약직
748,㈜윌앤비전,영업기획·관리·지원QA·CS강사·수퍼바이저,"경력무관
고졸↑",서울 영등포구,정규직
749,바른메디내과의원,마케팅·광고·분석의료기사 외,"경력무관
학력무관",서울 강서구,정규직
750,(주)대원아이엔지,운전·기사,"경력무관
대학(2,3년)↑",경북 구미시,파견직
751,(주)씨드원,경리·출납·결산,"경력무관
대학(2,3년)↑",경기 용인시 기흥구,정규직
752,제이피스(주),비서·안내·수행원외국어·번역·통역,"경력무관
학력무관",인천 연수구,파견직
753,(주)지원알엔티,물류·유통·운송구매·자재·재고,"경력 1년↑
학력무관",서울 강북구,정규직 · 계약직
754,(주)플랜홀딩스,영업기획·관리·지원TM·아웃바운드 외,"경력무관
학력무관",서울 금천구,위촉직 · 프리랜서
755,(주)디에이치웰리빙,총무·법무·사무경리·출납·결산 외,"경력무관
학력무관",서울 강남구,정규직
756,(주)더궈에프앤비,물류·유통·운송,"경력무관
학력무관",서울 서초구,정규직 · 계약직
757,다보성갤러리,비서·안내·수행원,"경력무관
대학(2,3년)↑",서울 종로구,정규직
758,SA건축그룹,전시·공간디자인,"경력 1년↑
고졸↑",경기 용인시 처인구,정규직 · 파트
759,단국대학교천안캠퍼스산학협력단,경영분석·컨설턴트헤드헌팅·노무·직업상담 외,"신입 · 경력
대학교(4년)↑",충남 천안시,계약직
760,파이데이아학원,입시·보습·속셈학원,"2 ~ 15년
대학교(4년)↑",인천 남동구,정규직
761,(주)주연홈쇼핑,TM·아웃바운드고객센터·CS,"신입 · 경력
고졸↑",서울 서초구,인턴직
762,바스엔(BATH N),일반영업판매·매장관리 외,"경력무관
학력무관",인천 서구,정규직
763,(주)키스템프,디자인기타광고·시각디자인 외,"신입 · 경력
대학(2,3년)↑",서울 강남구,파견직
764,(주)에스투컴퍼니(S2 Company),경리·출납·결산사무보조·문서작성 외,"경력무관
학력무관",서울 동대문구,정규직
765,로빈ICT,응용프로그램개발,"신입 · 경력
대학교(4년)↑",대전 유성구,정규직
766,(주)디노마드,홍보·PR·사보사무보조·문서작성 외,"신입 · 경력
학력무관",서울 마포구,정규직 · 계약직
767,한국아이디지(주),일반영업IT·솔루션영업 외,"경력무관
대학교(4년)↑",서울 중구,정규직
768,(주)나루,기계·기계설비전기·전자·제어 외,"신입 · 경력
고졸↑",경기 화성시,정규직
769,(주)네이처하이크,물류·유통·운송구매·자재·재고 외,"신입 · 경력
고졸↑",경기 남양주시,정규직 · 계약직
770,세종대학교 산학협력단,경리·출납·결산대학교수·행정직,"신입 · 경력
대학교(4년)↑",서울 광진구,계약직
771,동성기업,섬유·의류·패션,"경력무관
학력무관",경북 구미시,정규직
772,돔하우스,건축·인테리어·설계,"경력 3년↑
학력무관",경기 파주시,정규직
773,(주)포자랩스,웹개발,"경력무관
대학교(4년)↑",서울 서초구,정규직
774,아리플랫폼(주),부동산·개발·경매·분양,"신입 · 경력
학력무관",부산 부산진구,정규직
775,에박코리아(주),총무·법무·사무경리·출납·결산,"경력 5년↑
대학(2,3년)↑",부산 강서구,정규직
776,(주)하이씨엔씨,웹개발,"신입 · 경력
학력무관",서울 구로구,정규직
777,(주)한터글로벌,웹개발퍼블리싱·UI개발 외,"경력 3년↑
학력무관",서울 강남구,정규직
778,태성회계법인,경리·출납·결산,"3 ~ 10년
대학(2,3년)↑",서울 강남구,정규직
779,(주)아보카도랩,시스템개발하드웨어·소프트웨어 외,"경력 3년↑
대학교(4년)↑",서울 관악구,정규직
780,(주)밸류이노베이션,마케팅·광고·분석그래픽디자인·CG 외,"경력무관
대학(2,3년)↑",서울 용산구,정규직
781,(주)케이에스커리어,TM·아웃바운드TM·인바운드 외,"2년
학력무관",서울 강남구,정규직 · 계약직
782,한화솔루션(주) 갤러리아 명품관,외식·식음료판매·매장관리,"경력 1년↑
대학(2,3년)↑",서울 강남구,파견직
783,(주)제이와이제이인터네셔널,상품기획·MD웹기획·PM,"경력 2년↑
대학(2,3년)↑",서울 성동구,정규직
784,(주)엠디에스,물류·유통·운송납품·배송·택배 외,"경력무관
학력무관",경기 남양주시,정규직
785,농업회사법인(주)일등농산,물류·유통·운송납품·배송·택배,"경력무관
학력무관",충남 천안시 동남구,정규직
786,(주)다원교육,학원관리·운영·상담,"경력무관
학력무관",서울 강남구,정규직 · 계약직
787,수퍼브렙,그래픽디자인·CG출판·편집디자인 외,"경력무관
대학(2,3년)↑",서울 강남구,정규직
788,(주)성심퍼스트,납품·배송·택배중장비·화물,"경력무관
학력무관",경기 김포시,정규직 · 계약직
789,(주)로지올,기획·전략·경영웹기획·PM,"3 ~ 10년
학력무관",서울 서초구,정규직
790,(주)맨파워그룹코리아,경리·출납·결산회계·재무·세무·IR,"경력 1년↑
대학교(4년)↑",서울 송파구,계약직 · 파견직
791,(사)한국건설경영연구원,총무·법무·사무경리·출납·결산,"경력무관
고졸↑",경기 성남시 분당구,정규직
792,주식회사 민성테크,반도체·디스플레이·LCD생산·제조·포장·조립,"경력무관
학력무관",충남 아산시,정규직
793,㈜인화이엔지,기계·기계설비반도체·디스플레이·LCD,"신입
고졸↑",경기 평택시,정규직
794,(주)지엔텍,경리·출납·결산,"경력무관
고졸↑",경기 광명시,정규직
795,(주)우성인터내셔날,제품·산업디자인웹기획·PM,"경력무관
대학(2,3년)↑",인천 부평구,정규직
796,(주)우인인더스트리즈,해외영업·무역영업마케팅·광고·분석 외,"신입 · 경력
학력무관",서울 구로구,정규직 · 인턴직
797,동호에이치알(주),사무보조·문서작성카메라·조명·미술 외,"경력무관
고졸↑",서울 동작구,파견직
798,(주)알라딘모빌리티,운전·기사,"신입 · 경력
고졸↑",경기 성남시 분당구,프리랜서
799,유건SDI,상품기획·MD영업기획·관리·지원 외,"경력무관
대학(2,3년)↑",경기 하남시,정규직
800,세무회계 여솔-세무사박지연,세무·회계·CPA,"1 ~ 20년
고졸↑",서울 종로구,정규직
801,(주)맨파워코리아,사무보조·문서작성마케팅·광고·분석 외,"신입 · 경력
학력무관",서울 강남구,정규직
802,(주)오마이컴퍼니,웹개발응용프로그램개발,"경력 4년↑
학력무관",서울 은평구,정규직
803,(주)성창오토텍,총무·법무·사무인사·교육·노무 외,"경력 3년↑
대학교(4년)↑",경기 안성시,정규직
804,그린라이프,TM·아웃바운드,"경력무관
학력무관",인천 부평구,아르바이트 · 파견직
805,(주)눈사람이노베이션,인공지능(AI)·빅데이터,"경력무관
대학(2,3년)↑",서울 강서구,정규직 · 계약직
806,(주)고려기연,영업기획·관리·지원,"신입 · 경력
대학(2,3년)↑",서울 금천구,정규직
807,(주)채널5코리아,홍보·PR·사보웹개발 외,"경력무관
대학교(4년)↑",서울 구로구,정규직
808,단국대학교천안캠퍼스산학협력단,경영분석·컨설턴트헤드헌팅·노무·직업상담 외,"신입 · 경력
대학교(4년)↑",충남 천안시,계약직
809,(주)유레카코퍼레이션,총무·법무·사무경리·출납·결산 외,"경력무관
학력무관",서울 광진구,정규직
810,써미트리,해외영업·무역영업마케팅·광고·분석 외,"경력무관
학력무관",서울 금천구,정규직
811,보로노이(주),약사바이오·제약·식품 외,"경력무관
석사↑",인천 연수구,정규직
812,(주)인투그래픽,출판·편집디자인캐릭터·만화·애니 외,"신입 · 경력
대학(2,3년)↑",서울 서초구,정규직
813,SA건축그룹,전시·공간디자인,"경력 1년↑
고졸↑",경기 용인시 처인구,정규직 · 파트
814,(주)유탑엔지니어링건축사사무소,상품기획·MD기획·전략·경영 외,"신입 · 경력
학력무관",광주 서구,정규직
815,세무법인 송우 방배지점,경리·출납·결산,"신입 · 경력
학력무관",서울 서초구,정규직
816,(주)해피프린스,마케팅·광고·분석웹디자인,"경력 1년↑
대학(2,3년)↑",서울 종로구,정규직 · 계약직
817,(주)스마트스코어,상품기획·MD마케팅·광고·분석 외,"경력 2년↑
학력무관",서울 강남구,정규직
